english_source|lambani_target|lambani_predicted|kannada_sentence
the shepherd withdrew himself .|ಧನಗರ್ ಹೊಟೋ ಸರಕ್ ಗೋ|ಧನಗರ ವೊನ ವಿನಂತಿ ಕಿದೋ|ಕುರುಬನು ತನ್ನನ್ನು ಹಿಂತೆಗೆದುಕೊಂಡನು .
the cow left the place in the morning .|ಪರ್ಬಾತಿ ಗಾವಡಿ ವತೇತಿ ದರಗಿ|ಗಾವಡಿ ಪರಬಾತಿ ಜಾಗಾ ದರಗೋ|ಹಸು ಬೆಳಿಗ್ಗೆ ಈ ಸ್ಥಳವನ್ನು ತೊರೆದರು .
the prime ministers son rescued sonawati .|ಮಂತ್ರಿರ ಬೇಟಾ ಸೋನಾವತಿ ನ ಬಚಾಡೋ|ಮಂತ್ರಿರ ಬೇಟಾ ಸೋನಾವತಿ ನ ಬಚಾಡೋ|ಸೋನಾವತಿಯನ್ನು ಪ್ರಧಾನಿಗಳ ಮಗ ರಕ್ಷಿಸಿದ .
there was a rich man who had a son .|ಏಕ್ ಸಾವಕಾರೇರ ಏಕ್ ಬೇಟಾ ವೆತ್ತೋ|ಏಕ ಸಾವಕಾರ ಮಾಣಸ್ ವೆತ್ತೋ|ಒಬ್ಬ ಶ್ರೀಮಂತನಿಗೆ ಒಬ್ಬ ಮಗನಿದ್ದನು .
do you take the bus to school everyday ?|ತು ಸಾಲಿನ್ ದಾಡ್ಡಿ ಬಸ್ಸೆಮ್ ಜಾಯೆಚಿ?|ತು ದಾಡ್ಡಿ ಸಾಲಿನ್ ಜಾಯೆಚಿ ?|ನೀವು ಪ್ರತಿದಿನ ಶಾಲೆಗೆ ಬಸ್‌ನಲ್ಲಿ ಹೋಗುತ್ತೀರಾ ?
she was crying andasked him what happened .|ಉ ರೋತಿ ರೋತಿ ಕಾಯಿ ವೇಗಿ ಕರನ್ ಓನ್ ಪೂಚಿ.|ವು ವೊನ ಕಾಂಯಿ ವೇಗೋ ಕೇನ ಪೂಚಿ|ಅವಳು ಏನಾಯಿತು ಎಂದು ಅವನಿಗೆ ಅಳುತ್ತಾಳೆ .
without economic freedom political freedom is meaningless .|ಆರ್ಥಿಕ್ ಸ್ವತಂತ್ರ ನ ರೀ ಕತೋ ರಾಜಕೀಯ ಸ್ವತಂತ್ರ ಏನ್ ಅರ್ಥ ಛೆಯೀ.|ಆರ್ಥಿಕ್ ಛೆನಿ ಜೋಣ ರಾಜಕೀಯ ಸಾರ್ಥಿಕ ಛೆನಿ|ಆರ್ಥಿಕ ಸ್ವಾತಂತ್ರ್ಯವಿಲ್ಲದೆ ರಾಜಕೀಯ ಸ್ವಾತಂತ್ರ್ಯ ಅರ್ಥಹೀನ .
without understanding the context proverbs should not be used .|ಸಂದರ್ಭೆನ ಬಗರ ಅರ್ಥಾ ಕರೆರ ಕಹಾವತೆರ ಉಪಯೋಗ ನ ಕರನು|ಬಗರ್ ಸಮಯ್ ಛೆನಿ ಜೋಣ ಕಹಾವತೆರ ಉಪಯೋಗ ಕರಚ|ಸಂದರ್ಭವನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳದೆ ಗಾದೆಗಳನ್ನು ಬಳಸಬಾರದು .
the caste panchayat is responsible for resolving conflicts|ಲಡಾಯಿ ಚೋಡಾಯೆರ್ ಜವಾಬ್ಧಾರಿ ಜಾತ್ ಪಂಚಾಯತ್ ವಾಲೇರ್ ಚ್|ಜಾತಿ ಪಂಚಾಯತ್ ಲಡಾಯೀನ್ ಜಾತ್ ಪಂಚಾಯತ್ ಜ ಕಾರಣ್ಚ್|ಸಂಘರ್ಷಗಳನ್ನು ಬಗೆಹರಿಸುವ ಜವಾಬ್ದಾರಿ ಜಾತಿ ಪಂಚಾಯಿತಿಯ ಮೇಲಿದೆ
clothes are kept on the top of the box|ಲತಾಕೌಡಾ ಸಂದಕೆರ್ ಉಪರ ಮೇಲ್ಮೆಲೆಚಾ|ಪೆಟ್ಟಿಗೆ ಮ ಘಾಲಚ.|ಬಟ್ಟೆಗಳನ್ನು ಪೆಟ್ಟಿಗೆಯ ಮೇಲ್ಭಾಗದಲ್ಲಿ ಇರಿಸಲಾಗಿದೆ
he told me that he was leaving the town soon|ವು ಜಲ್ದಿಜ ತಾಂಡೋ ಚೋಡದೇನ ಜಾಮಾಚಾ ಕನ ಕೋ ಮನ|ವು ಮನ್ ಜಲ್ದಿ ಛೋಡೋಚ ಕೇನ ಕೆ|ಅವನು ಬೇಗನೆ ಊರು ಬಿಟ್ಟು ಹೋಗುತ್ತೀನಿ ಎಂದು ನನಗೆ ಹೇಳಿದನು
if you can find no water elsewhere .|ಅಗರ ತಮೇನ ಪಾಣಿ ಕತ್ತಿಬಿ ಮಳರೋಕೊಂತಿ ತೊ|ತೋನ್ ಕತ್ತಿಭಿ ಮಳಿಕೊನಿ|ಬೇರೆಲ್ಲೂ ನೀರು ಸಿಗದಿದ್ದರೆ .
these festivals show that they are religious minded|ಏ ಹಬ್ಬಾನುತಿ ವೊ ಧಾರ್ಮಿಕ್ ವಿಚಾರೆರ ವಾಳ ಚ ಕೇನ ಮಾಲಮ್ ವಚ|ಏ ಹಬ್ಬಾನೊ ವೊ ಧಾರ್ಮಿಕ ವಿಚಾರ ಕರಚ ಕೇನ ಏ ಹಬ್ಬಾನ ಮಾಲಮ್ ವಚ|ಈ ಹಬ್ಬಗಳು ಧಾರ್ಮಿಕ ಮನೋಭಾವನೆಯನ್ನು ತೋರುತ್ತವೆ
there sleeps in the cradle the sun|ದೋರ ಅನ್ ಸೂಜಿ ಜೋಡಿ ಜಾವ್ ಜಾಕೋನಿ ಸಾಲ ಚ್|ವತ ಸೂರ್ಯಾ ಮ ಸೋವಚ|ತೊಟ್ಟಿಲು ಸೂರ್ಯನ ನಿದ್ರೆ
he breathed heavily after the race finished|ವು ಭಡಕೇರ ವೇಗಿಜೆರ್ ಪಚ ಜೋರೆತಿ ಉಸಲ ಲಿದೋ|ದಾಸ್ಸೇರ ಪಚ ವು ಧಾಸಗೊ|ಓಟ ಮುಗಿದ ನಂತರ ಆತ ತೀವ್ರವಾಗಿ ಉಸಿರಾಡಿದ
i can see smoke coming out from that house|ವೋ ಘರೇತಿ ಧುಂವ್ ಆರೋ ಜೇನ ಮ ದೇಖರೋಚು|ಮ ವೋ ಘರೇರ ಭಾರ್ ಸಿಗರೇರೋ ಜೋಣ ದೇಕ್ ಸಕುಚು.|ಆ ಮನೆಯಿಂದ ಸ್ವಲ್ಪ ಹೊಗೆ ಹೊರಬರುವುದನ್ನು ನಾನು ನೋಡುತ್ತಾ ಇದ್ದೀನಿ .
i never liked to eat tobacco|ಮ ಕನಾಯಿಬಿ ತಮಾಕು ಖಾಯೇನ ಇಷ್ಟಾ ಪಡುನಿ|ಮ ಸಾಮಾನ್ ಖಾಯೆನ್ ಇಷ್ಟ ಕರುನಿ|ನಾನು ಎಂದಿಗೂ ತಂಬಾಕು ತಿನ್ನಲು ಇಷ್ಟಪಡಲಿಲ್ಲ
you must not depend on others for help .|ತು ಸಹಾಯ ರ ವಾಸ್ ದುಸರೇರ್ ಪರ್ ನಿರ್ಭರ್ ನ ರೇಣು.|ತು ದುಸರೇರ್ ಪರ್ ನಿರ್ಭರ್ ವೇ ಮತ್.|ಸಹಾಯಕ್ಕಾಗಿ ನೀವು ಇತರರನ್ನು ಅವಲಂಬಿಸಬಾರದು .
both of them work to earn a living .|ವೊ ದೊಯೀ ಭಳನ ಜೀವನಾ ಕಾಡೇನ್ ವ ಜತ್ರಾ ಕಮಾವಚ್.|ದೋಇ ಏಕ್ ಜೀವನಾ ಕಾಡೆನ್ ಕಾಮ್ ಕರಚ.|ಇವರಿಬ್ಬರೂ ಜೀವನೋಪಾಯಕ್ಕಾಗಿ ದುಡಿಯುತ್ತಾರೆ .
the mother nature laughs with these children .|ಪ್ರಕೃತಿ ಮಾತಾ ಏ ಬೇಟಿಬೆಟಾನುರ ಜೋಡಿ ಹಾಸಚ|ಯಾಡಿ ಏ ಛಿಜ್ಯಪರೇರ್ ಜೋಡಿ ಹಾಸೆ ಚ.|ಪ್ರಕೃತಿ ಮಾತೆ ಈ ಮಕ್ಕಳೊಂದಿಗೆ ನಗುತ್ತಾಳೆ .
i thought the clothes were cheaper .|ಮನ್ ಸೆಮಾಂ ಸಸ್ತಾ ಚ ಕೆನ್ ಅನಸಾಯಿ.|ವೊ ಸಾಮಾನ್ ಸಸ್ತಾ ಚ ಕೆನ್ ಮನ್ ಅನಸಾಯಿ.|ಬಟ್ಟೆ ಅಗ್ಗವಾಗಿದೆ ಎಂದು ನಾನು ಭಾವಿಸಿದೆ .
o ! mother we prostrate at your feet|ಏ! ಯಾಡಿ ಹಮ್ ತಾರ ಚರಣೇನ ಪ್ರಣಾಮ್ ಕರಾಚಾ|ಏ! ಯಾಡಿ ಹಮ್ ತಾರ ಚರಣೇನ ಪ್ರಣಾಮ್ ಕರುಚು|ಓ ! ತಾಯಿ ನಿನ್ನ ಪಾದಗಳಿಗೆ ನಮಸ್ಕರಿಸುತ್ತೇವೆ
this is the last item of the programme .|ಈ ಕಾರ್ಯಕ್ರಮೇರ್ ಕಡಿ ಐಟಂ ಛ.|ಈ ಕಾರ್ಯನೇರ ಆಖರಿ ಸಾಮಾನ್ ಚ|ಇದು ಕಾರ್ಯಕ್ರಮದ ಕೊನೆಯ ಐಟಂ .
selling of good deeds and its reward .|ಆಚ ಕರ್ಮೆರ ಬಿಕ್ರಿ ಅನ ವೋರ ಇನಾಮ|ಆಚ ಕರ್ಮೆರ ಮೌಲ್ಯಮಾಪನ ವೆಚೆನ್ ಚ|ಒಳ್ಳೆಯ ಕಾರ್ಯಗಳ ಮಾರಾಟ ಮತ್ತು ಅದರ ಪ್ರತಿಫಲ .
after marriage they cannot live in the joint family .|ವಾಯರ್ ಲಾರ್ತಿ ಜೋಡ ಕುಟುಂಬ ಮಾಯಿ ರೇರ್ ವೆನೀ.|ವಾಯಾ ವೆಜಾವ ಜೇರ ಪಚ ವೊ ಜೋಡಿ ರೇನಿ|ಮದುವೆಯ ನಂತರ ಅವಿಭಕ್ತ ಕುಟುಂಬದಲ್ಲಿ ಇರುವಂತಿಲ್ಲ .
she likes to weave in her free time|ವು ವೋನ ಸಮಯ್ ರಜನಾ ಸೀಡೆನ ಇಷ್ಟಾ ಪಡಚ|ವು ವೋರ ಸ್ವತಂತ್ರ ಛೆಳಿ ಪಸಂದ್ ಚ.|ಅವಳು ತನ್ನ ಬಿಡುವಿನ ವೇಳೆಯಲ್ಲಿ ನೇಯ್ಗೆ ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತಾಳೆ
necessity of a house for delivery of wife .|ತಾಂಡರಿರ ಡೆಲಿವರಿರ ವಾಸ ಘರೇರ ಅವಶ್ಯಕತಾ|ಡೆಲಿವರಿ ಕರಾಯೆರ್ ಜರೂರತ್ ಚ.|ಹೆಂಡತಿಯ ಹೆರಿಗೆಗೆ ಮನೆಯ ಅವಶ್ಯಕತೆ .
do not worry we will reach safely .|ಚಿಂತಿ ಕರೋ ಮತ್ ಹಮ್ ಆರಾಮೇತಿ ಪುಚಾಚಾ.|ಚಿಂತಿ ಕರೋ ಮತ್.|ಚಿಂತಿಸಬೇಡಿ , ನಾವು ಸುರಕ್ಷಿತವಾಗಿ ತಲುಪುತ್ತೇವೆ .
may your fifth son become a shepherd|ತಾರ ಪಾಂಚನೆ ಬೇಟಾ ಧನಗರ ವೇದ|ತಾರ ಚಾರನೆ ಬೇಟಾ ಘೊಡೆರ್ ಸವಾರಿ ಕರನು|ನಿನ್ನ ಐದನೆಯ ಮಗ ಕುರುಬನಾಗಲಿ
you really do not have the right priorities !|ತಾರ್ ಕನ್ ಖರಿಜ್ ಠೀಕ್ ಆದ್ಯತೆ ಛೆನಿ.|ತಾರ್ ಕನ್ ಖರಿ ಜಾನ್ವರ್ ಛೆನಿ.|ನೀವು ನಿಜವಾಗಿಯೂ ಸರಿಯಾದ ಆದ್ಯತೆಗಳನ್ನು ಹೊಂದಿಲ್ಲ !
she went to the world of animals and birds .|ವು ಜಾನ್ವರ ಅನ ಪಕ್ಷಿನೂರ ದುನಿಯಾ ಮ ದರಗಿ|ವು ಜಾನ್ವರ ಅನ ಪಕ್ಷಿನೂರ ದುನಿಯಾ ಮ ದರಗಿ|ಪ್ರಾಣಿ ಪಕ್ಷಿಗಳ ಲೋಕಕ್ಕೆ ಹೋದಳು  .
the flower petals are very smooth|ಫುಲೇರ ಪಾಕಳಿ ಘಣ ನರಮ ಚ|ಫೂಲ ಘಣ ಛಂದ ಚ|ಹೂವಿನ ದಳಗಳು ತುಂಬಾ ಮೃದುವಾಗಿರುತ್ತವೆ
the tribal group identify themself with one common origin|ಬುಡಕಟ್ಟು ಗುಂಪು ಏಕ್ ಸಾಧಾರಣ ಮೂಲ ಛ.|ಬುಡಕಟ್ಟು ಲೋಗ ಏಕ್ ಸಾಮಾನ್ಯ ಮೂಲೇತಿ ಗುರತ್ ಪಕ್ಡಾವಚ.|ಬುಡಕಟ್ಟು ಗುಂಪು ಒಂದು ಸಾಮಾನ್ಯ ಮೂಲದೊಂದಿಗೆ ಅವುಗಳನ್ನು ಗುರುತಿಸುತ್ತದೆ
for last three years mohan topped the class|ಲಾರೆರ್ ತೀನ ವರ್ಷೆ ತಿ ಮೋಹನ್ ಜಾದಾ ಮಾರ್ಕ್ಸ್ ಲೆರೋಚ|ಲಾರೇರ್ ವರ್ಷಣ ಕ್ಲಾಸ್ಸೇ ಮಾಯಿ ಕ್ಲಾಸ್ ಮಳಿ.|ಕಳೆದ ಮೂರು ವರ್ಷಗಳಿಂದ , ತರಗತಿಗೆ ಮೋಹನನೇ ಹೆಚ್ಚಿನ ಅಂಕಗಳನ್ನು ಪಡೆಯುತ್ತಿದ್ದಾನೆ
farmers root up the weeds in their farm|ರೈತಾ ಖೇತೇ ಮಾಯೀರ ವಸಳೋ ಜಡ ಸಮೇತ ಭಾರ ಕಾಡಚ|ರೈತ ವೂನೂರ ಖೇತೆಮ ಕೃಷಿ ಕರಚ|ರೈತರು ತಮ್ಮ ಜಮೀನಿನಲ್ಲಿ ಕಳೆಗಳನ್ನು ಬೇರು ಸಮೇತ ಕೀಳುತ್ತಾರೆ
fruits and nut both are very nutritive|ಫಳೆನುಮಾಯಿ ಘಣ ಪೌಷ್ಠಿಕೌಂಸ ರಚ|ಫಳ್ ಅನ ನಾರಳೇರ ದೊಯೀ ರಚ|ಹಣ್ಣುಗಳು ಮತ್ತು ಒಣ ಹಣ್ಣು ಎರಡೂ ತುಂಬಾ ಪೌಷ್ಟಿಕವಾಗಿದೆ
he can climb a coconut tree|ವು ನಾರಳೆರ ಝಾಡ ಚಡಚ|ವು ನಾರಳೇರ ಝಾಡ್ ಚಡ್ ಸಕಚ.|ಅವನು ತೆಂಗಿನ ಮರ ಹತ್ತುತ್ತಾನೆ
she gave the hint in these words .|ವು ಏ ವಾತೇಮ ಇಶಾರಾ ಕಿದಿ|ವು ಏ ಶಬ್ದ ನ ವಿಷಯನ ದಿನೋ|ಅವಳು ಈ ಮಾತುಗಳಲ್ಲಿ ಸುಳಿವು ನೀಡಿದಳು .
i will take you to the bus stop .|ಮ ತೋನ್ ಬಸ್ ಸ್ಟಾಪೇನ ಬಲಾ ಲೇಜಾವುಂಚು.|ಮ ತೋನ್ ಬಸ್ ಸ್ಟಾಪ್ ಜಾವುಂಚು.|ನಾನು ನಿನ್ನನ್ನು ಬಸ್ ನಿಲ್ದಾಣಕ್ಕೆ ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತೇನೆ .
the old woman carried it to her house .|ಡೋಕರಿ ವೊನ ವೋರ ಘರ ಲೆಗಿ|ಡೋಕರಿ ಧೂಜತಿ ವೋರ ಘರೇನ ಲೆಗೋ|ಮುದುಕಿ ತನ್ನ ಮನೆಗೆ ಒಯ್ದಳು .
i brush my teeth every day .|ಮ ಮಾರ್ ದಾಂತ್ ದಾಡ್ಡಿ ಘಸುಚು.|ಮ ಮಾರ್ ದಾಂತ್ ದಾಡ್ಡಿ ಘಸುಚು.|ನಾನು ಪ್ರತಿದಿನ ಹಲ್ಲುಜ್ಜುತ್ತೇನೆ .
the books had fallen off the table .|ಪುಸ್ತಕನೋ ಮೆಜೆಪರತಿ ಪಡಗೆ|ಮೆಜೆಪರ್ ಪುಸ್ತಕ|ಪುಸ್ತಕಗಳು ಮೇಜಿನ ಮೇಲಿಂದ ಬಿದ್ದಿದ್ದವು .
the maidens worship them with devotion|ಕನ್ಯವೋ ಭಕ್ತಿ ತಿ ವೂನೂರ್ ಪೂಜಾ ಕರಚ|ಛೋರೀನೋ ವೂನುನ ಭಕ್ತಿ ಭಾವ ತಿ ಪೂಜಾ ಕರಚ|ಕನ್ಯೆಯರು ಅವರನ್ನು ಭಕ್ತಿಯಿಂದ ಪೂಜಿಸುತ್ತಾರೆ
the boy made good use of this opportunity .|ಛೋರಾ ಎ ಮೌಕಾ ರ ಪೂರಾ ಫಾಯದೋ ಲಿದೊ|ಛೋರಾ ಏ ಅವಕಾಶ ಘಣ್ ಆಚೊ ಬಳಸ್ ಕಿದೋಚ.|ಹುಡುಗ ಈ ಅವಕಾಶದ ಉತ್ತಮ ಬಳಕೆಯನ್ನು ಮಾಡಿದರು .
except that here it is not so simple .|ವೊನ್ ಛೋಡನ್ ಅತ್ ವು ಅತ್ರಾ ಸರಳ್ ಕಾವ.|ಯೆತ್ ಘಣೋ ಸರಳ್ ಕಾವ.|ಇಲ್ಲಿ ಹೊರತುಪಡಿಸಿ , ಇದು ಅಷ್ಟು ಸುಲಭವಲ್ಲ .
there are several other birds which cannot fly .|ಅಜಿ ವಡೇನಿ ಜೋಣ ಘಣ ಪಕ್ಷಿನೋ ಚ|ಅಜಿ ದೂಸರ್ ಪಕ್ಷಿನೋ ವಡೇನ್ ಚ.|ಇನ್ನೂ ಹಲವಾರು ಪಕ್ಷಿಗಳು ಹಾರಲಾರವು .
the peacock has beautiful feathers|ಮೋರೇರ ಫಾಂಕೇ ಘಣ ಛಂದ ಚ|ನವಿಲು ಏಕ್ ಛಂದ ಚಲಕೋಡಿ ಚ|ನವಿಲು ಸುಂದರವಾದ ಗರಿಗಳನ್ನು ಹೊಂದಿದೆ
what time do you get out of school ?|ತು ಕತ್ರಾನ್ ಸಾಲಿತಿ ಭಾರ ಆಯೆಚಿ?|ತು ಸಾಲಿನ್ ಕತ್ರಾನ ಜಾಯೆಚಿ ?|ನೀವು ಎಷ್ಟು ಗಂಟೆಗೆ ಶಾಲೆಯಿಂದ ಹೊರಬರುತ್ತೀರಿ ?
ramdass wife caught a lamb .|ರಾಮದಾಸೆರ ತಾಂಡರಿ ಏಕ ಮಿಂಡಿರ ಪಿಲ್ಲಾ ಪಕಡಿ|ರಾಮದಾಸೆರ ತಾಂಡರಿ ಏಕ ಮಿಂಡಿರ ಪಿಲ್ಲಾ ಪಕಡಿ|ರಾಮದಾಸ್ ಹೆಂಡತಿ ಕುರಿಮರಿ ಹಿಡಿದಳು .
the paternal family system is followed .|ಬಾಪೇರ್ ಕುಟುಂಬ ಅನುಸರಿಸಲೆನ್ ಜಾವಚ.|ದಾದಾ ಕುಟುಂಬ ವೆಸ್ಥೆ ಮಾಯಿ ಚಾಲಚ.|ತಂದೆಯ ಕುಟುಂಬ ವ್ಯವಸ್ಥೆಯನ್ನು ಅನುಸರಿಸಲಾಗುತ್ತದೆ .
the classification of songs is rather difficult .|ಗೀದೇನೂರ್ ವರ್ಗಿಕರಣ ಘಣ ಮುಷ್ಕಿಲ್ ಚ|ಗೀದೇನೂರ ವರ್ಗಿಕೃತ ಕರೆರೋ ಮುಷ್ಕಿಲ್ ಚ|ಹಾಡುಗಳ ವರ್ಗೀಕರಣವು ತುಂಬಾ ಕಷ್ಟಕರವಾಗಿದೆ .
samu likes to eat carrots|ಸಮು ನ ಗಾಜರ್ ಖಾಯೇನ ಪಸಂದ್ ಚ|ಸಮು ನ ಗಾಜರ್ ಖಾಯೇನ ಪಸಂದ್ ಚ.|ಸಾಮು ಕ್ಯಾರೆಟ್ ತಿನ್ನಲು ಇಷ್ಟಪಡುತ್ತಾರೆ
ogre share this class of stories .|ರಾಕ್ಷಸ ಏ ವರ್ಗೆರ ಸಾಕಿನುನ ಸೇನ ಕಚ|ರಾಕ್ಷಸ ಏ ವರ್ಗೆರ ಸಾಕಿನ ಸೇನ ಕಚ|ಓಗ್ರೆ ಈ ವರ್ಗದ ಕಥೆಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತಾರೆ .
a baby cow is called calf .|ಗಾವಡಿರ ಪಿಲ್ಲಾ ನ ಕಾಫ್ ಕಚ|ಏಕ ಗಾವಡಿರ ಪಿಲ್ಲಾ ಕಚ|ಮರಿ ಹಸುವನ್ನು ಕರು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ .
didn 't you write a letter to him ?|ತು ವೊನ್ ಪತ್ರ ಲಕ್ಕೋಕೊಂತಿ ಕ?|ತು ವೊರ್ ಕನ್ ಪತ್ರ ಲಕ್ಕೋಚಿ ಕ?|ನೀವು ಅವನಿಗೆ ಪತ್ರ ಬರೆದಿಲ್ಲವೇ ?
she 's going to look for a job .|ವು ಕಾಮ್ ಧುನ್ಡೇನ್ ಜಾರಿಚ.|ವು ಕಾಮ್ ಧುನ್ದರಿಚ.|ಅವಳು ಕೆಲಸ ಹುಡುಕಲು ಹೊರಟಿದ್ದಾಳೆ .
he is a man of miracles .|ವು ಏಕ್ ಪವಾಡ ಮಾಣಸ್ ಚ|ವು ಕಾಚೇರೋ ಮಾಣಸ್ ಚ|ಅವರು ಪವಾಡಗಳ ಮನುಷ್ಯ .
she is looking great in that dress .|ವು ವೊ ಜಿಗಲಾ ಮ ಛಂದ್ ದಿಕಾರಿಚ.|ವು ಏ ಸೆಮಾನ ಘಣ್ ಛಂದ್ ದಿಕಾರಿಚ.|ಆ ಡ್ರೆಸ್‌ನಲ್ಲಿ ಅವಳು ಚೆನ್ನಾಗಿ ಕಾಣುತ್ತಿದ್ದಾಳೆ .
there are several varieties of snakes|ಜನಾವರನೋ ಘಣ ವಾನಾರ್ ರಚ|ಘಣ ಸಾಂಪನೋ ಚ|ಹಾವುಗಳಲ್ಲಿ ಹಲವಾರು ವಿಧಗಳಿವೆ
fetch me a glass of water .|ಮನ್ ಏಕ್ ಲೋಟಾ ಪಾಣಿ ಲಾನ್ ದ.|ಮನ್ ಏಕ್ ಲೋಟಾ ಪಾಣಿ ಲಾನ್ ದ.|ನನಗೆ ಒಂದು ಲೋಟ ನೀರು ತಂದುಕೊಡು .
i am going to get a new job .|ಮನ್ ನವೋ ಕಾಮ್ ಮಳೆ ವಾಳೋಚ.|ಮ ಏಕ್ ನವೋ ಕಾಮ್ ಕರುಚು.|ನಾನು ಹೊಸ ಕೆಲಸವನ್ನು ಪಡೆಯಲಿದ್ದೇನೆ .
he will make you eat dirt .|ವು ತೋನ್ ಹೊಲಸ್ ಖಾವ ಜು ಕರಚ.|ವು ತೋನ್ ಹೊಲಸ್ ಖಾದೊ|ಅವನು ನಿಮ್ಮನ್ನು ಕೊಳೆಯನ್ನು ತಿನ್ನುವಂತೆ ಮಾಡುತ್ತಾನೆ .
the snake bit his thumb .|ಸಾಪ ವೋರ ಅಂಗುಟಾನ ಕಾಟೊ|ಸಾಪೇನ ವೋರ ಪಾತಳ್ ಕಾಟಚ|ಹಾವು ಅವರ ಹೆಬ್ಬೆರಳಿಗೆ ಕಚ್ಚಿತು .
peoples living in the villages are generally very poor|ಹಳ್ಳಿರ ಲೋಗ ಘಣ ಗರೀಬ್ ರಚ|ತಾಂಡೆರ ಲೋಗ ಘಣ ಗರೀಬ್ ರಚ|ಹಳ್ಳಿಗಳಲ್ಲಿ ವಾಸಿಸುವ ಜನರು ಸಾಮಾನ್ಯವಾಗಿ ತುಂಬಾ ಬಡವರು
i want to go on the roof .|ಮ ಘರೇರ್ ಉಪರ್ ಜಾಯೇನ್ ಚಾವರೊಚು.|ಮ ಝಾಡೇರ್ ಪರ್ ಜಾಯೇನ್ ಚಾವರೊಚು.|ನಾನು ಛಾವಣಿಯ ಮೇಲೆ ಹೋಗಲು ಬಯಸುತ್ತೇನೆ .
let us go to the kamalagad|ಕಮಲಗಡೆನ ಜಾಮಾ|ಕಮಲಗಡೇರ ಕನ್ ಜಾಮಾ.|ಕಮಲಗಡಕ್ಕೆ ಹೋಗೋಣ
you did this intentionally !|ತು ಚಾಯಕನ್ ಹನು ಕಿದೋಚಿ.|ತು ಈ ಛಾಯಕನ್ ಹನು ಕಿದೋ|ನೀವು ಇದನ್ನು ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಮಾಡಿದ್ದೀರಿ !
he would be glad to hear that .|ವೊನ್ ಈ ಸಾಮಳನ್ ಖುಷಿ ವಚ.|ಓ ಚೊರಾನ್ ಸಾಮಳಾಯಿ ಚ.|ಅವನು ಅದನ್ನು ಕೇಳಿ ಸಂತೋಷಪಡುತ್ತಾನೆ .
i told them to send me another ticket .|ಮನ್ ಅಜಿ ಏಕ್ ಟಿಕೆಟ್ ದೇಮಲೋ ಕೆನ್ ಮ ವೂನುನ್ ಕೆ.|ಮ ವೂನುನ್ ದೂಸರ್ ಟಿಕೆಟ್ ಭಡಕರೋ ಕೆನ್ ಕೆ.|ನಾನು ಅವರಿಗೆ ಇನ್ನೊಂದು ಟಿಕೆಟ್ ಕಳುಹಿಸಲು ಹೇಳಿದೆ .
alarm clock always rings at six|ಅಲಾರಾಂ ಗಡಿಯಾರ ಕನ್ನಾವನ್ನ ಚೋಯೇ ನ ಬಜಚ|ಅಲೋಮ್ ಕನ್ನಾಯಿಬಿ ಛೋ ಘಂಟಾ ನ ಚ|ಅಲಾರಾಂ ಗಡಿಯಾರ ಯಾವಾಗಲೂ ಆರು ಗಂಟೆಗೆ ರಿಂಗಣಿಸುತ್ತದೆ
i write message and give you my friend .|ಮ ಸಂದೇಶ ಲಕ್ಕುಚೂ ಅನ ವೊನ ಮಾರ ದೊಸ್ತೇನ ದೋ|ಮ ತೋನ್ ಸಂದೇಶ್ ಲಕ್ಕೋಚು.|ನಾನು ಸಂದೇಶವನ್ನು ಬರೆಯುತ್ತೇನೆ ಮತ್ತು ನನ್ನ ಸ್ನೇಹಿತರಿಗೆ ನೀಡುತ್ತೇನೆ .
ganderunds are two-headed birds .|ಗಂಡಭೇರುಂಡನೋ ದೀ ಮುಂಡಿವಾಳ ದೀ ಪಕ್ಷಿನೋ ಚ|ಗಂಗಾ ದೀ ಮುಂಡಿವಾಳ ದೀ ಪಕ್ಷಿನೋ ಚ|ಗಂಡಂಡ್ಸ್ ಎರಡು ತಲೆಯ ಪಕ್ಷಿಗಳು .
they maintained their identity where ever they went .|ಓ ಕತ್ ಜಾವ ತೊಭಿ ವನೂರ್ ಗುರ್ತ್ ರಕಾಡ್ ತೇತೇ.|ವೊ ಕನ್ನಾಯೀಬಿ ಜಾತ್ ಕರಮಲೆಚ|ಅವರು ಎಲ್ಲಿಗೆ ಹೋದ ತಮ್ಮ ಗುರುತನ್ನು ಉಳಿಸಿಕೊಂಡರು .
i can not tolerate his bad behavior|ಮನ ವೋರ ಹೊಲಸ ಚಟಾನ ಸಮಾಳೆರ ವೆರಿಕೊಂತಿ|ಮನ ವೋರ ಮಾಂದೊ ನಡವಳಿಕೆವಡಿ ಕರ ಜೋಣ ಸಮಾಳೆರ ವಿ|ನಾನು ಅವನ ಕೆಟ್ಟ ನಡವಳಿಕೆಯನ್ನು ಸಹಿಸುವುದಿಲ್ಲ
