lambani_source|kannada_target|kannada_predicted
ಮಾರ ಭೇನೆನ ಧಾಸೆರೊ ಪಸಂದ್ ಚ .|ನನ್ನ ತಂಗಿ ಓಡುವುದನ್ನು ಇಷ್ಟಪಡುತ್ತಾಳೆ .|ನನ್ನ ತಂಗಿಗೆ ಓಡಲು ತುಂಬಾ ಇಷ್ಟ .
ಓ ಪ್ರದ್ನ್ಯಾಹೀನ್ ವೇಗೆತೆ .|ಅವರು ಪ್ರಜ್ಞಾಹೀನರಾಗಿದ್ದರು .|ಅವರು ಪ್ರಜ್ಞಾನಕ್ಕೆ ವಜ್ರರಾಗಿದ್ದರು .
ಭಯೋತ್ಪಾದನೆ ದುಸ್ಟ ಛ .|ಭಯೋತ್ಪಾದನೆ ದುಷ್ಟ .|ಭಯೋತ್ಪಾದನೆ ದುಸ್ಟ .
ವೂನುನ ಸರಕಾರ ಪ್ರಾಮಾಣಿಕ ಚ ಕೆನ್ ಸಮ್ಜಚ .|ಅವರನ್ನು ಸರ್ಕಾರ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಪರಿಗಣಿಸಿದೆ .|ಅವರನ್ನು ಸರ್ಕಾರ ಪ್ರಾಮಾಣಿಕ ಎಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ .
ಮಾರ್ ಭಾಯಿ ಆಕ್ಸಿಡೆಂಟ್ ಮಾಯಿ ಮರಗೋ .|ನನ್ನ ಸಹೋದರ ಅಪಘಾತದಲ್ಲಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾನೆ .|ನನ್ನ ಸಹೋದರ ಅಪಘಾತದಲ್ಲಿ ನಿಧನರಾದರು .
ಉ ಓನ್ ತೀನ್ ಛಿಜಿಯಾಪರ್ ಜಣನ ದಿನಿಚ .|ಅವಳು ಅವನಿಗೆ ಮೂರು ಮಕ್ಕಳನ್ನು ಹೆತ್ತಳು .|ಅವಳು ಅವನನ್ನು ಮೂವರು ಮಕ್ಕಳಿಟ್ಟು ನೀಡಿದಳು .
ಬಾಪು ಮ ಜಾರಿಚು, ಮ ಜಾರಿಚು .|ನಾನು ಹೋಗುತ್ತಿದ್ದೇನೆ, ನಾನು ಹೋಗುತ್ತಿದ್ದೇನೆ ತಂದೆ .|ನಾನು ಹೊರಡುತ್ತಿದ್ದೆ, ನಾನು ಹೋಗುತ್ತಿದ್ದೇನೆ .
ಪಾಮಣೇನ ಪೆಹಲೆ ಮುಂಡೋ ಧೊಯೆನ್ ಪಾಣಿ ದಚ .|ಅತಿಥಿಗೆ ಮುಖ ತೊಳೆಯಲು ಮೊದಲು ನೀರು ಕೊಡುತ್ತಾರೆ .|ಅತಿಥಿಗಳಿಗೆ ಮೊದಲು ಮುಖವನ್ನು ತೊಳೆಯಲು ನೀರು ಕೊಡಲಾಗುತ್ತದೆ .
ಹಮೇನ್ ಸ್ಕೂಟರ್ ರಿಪೇರಿ ಕರೆರ್ ವೇತ್ತಿ .|ನಾವು ಸ್ಕೂಟರ್ ರಿಪೇರಿ ಮಾಡಬೇಕಾಗಿತ್ತು .|ನಮಗೆ ಸ್ಕೂಟರ್ ಪೇರಿ ಮಾಡಬೇಕಿತ್ತು .
ತು ಘರೇಲಗಾ ಧಾಸನ್ ಗೆ ಜು ದಿಕಾಯೆಚಿ .|ನೀವು ಮನೆಯವರೆಗೂ ಓಡಿದವರಂತೆ ಕಾಣುತ್ತೀರಿ .|ನೀವು ಮನೆಯವರೆಗೂ ಓಡಿಹೋಗುತ್ತೀರಿ .
ಘಣ ಝಲ್ದಿ ಸೆ ಸಮಸ್ಯಾ ಬಗೆಹರಸಾಣು .|ಶೀಘ್ರದಲ್ಲಿಯೇ ಎಲ್ಲ ಸಮಸ್ಯೆಗಳನ್ನು ಬಗೆಹರಿಸಲಾಗುವುದು .|ಅನೇಕ ಎಲ್ಲಾ ಸಮಸ್ಯೆಗಳನ್ನು ಬಗೆಹರಿಸಬೇಕು .
ಯೇತಿ ಚಮಕಣಿರ ವಾತಾವರಣ ವೇಮಲಿಚ .|ಇದರಿಂದ ಭಯದ ವಾತಾವರಣ ನಿರ್ಮಾಣವಾಗಿದೆ .|ಇದರಿಂದ ಭಯಭೀರ ವಾತಾವರಣ ನಡೆದಿದೆ .
ಇ ಆರ್ಟಿಕಲ್ ವತ್ ಕು ಜಾಣು ಕಚ .|ಈ ಲೇಖನವು ಅಲ್ಲಿಗೆ ಹೇಗೆ ಹೋಗುವುದು ಎಂದು ಹೇಳುತ್ತದೆ .|ಈ ಲೇಖನವು ಅಲ್ಲಿಗೆ ಹೇಗೆ ಹೋಗುವುದು ?
ಏನ್ ಮಟ್ಕಾ ರಮೇರ್ ಚಟಾ ಛ .|ಈತ ಜೂಜಾಟದ ಚಟ ಹೊಂದಿದ್ದಾನೆ .|ಇದಕ್ಕೆ ಮಟ್ಕೆ ಆಟದ ಚಟವಿದೆ .
ವು ಎ ಸಮಸ್ಯೆಪರ್ ದೀ ವರ್ಸೆರ್ ಕಾಮ್ ಕರ್ರೋಚ .|ಅವರು ಎರಡು ವರ್ಷಗಳಿಂದ ಈ ಸಮಸ್ಯೆಯ ಮೇಲೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ .|ಅವರು ಈ ಸಮಸ್ಯೆಯಲ್ಲಿ ಎರಡು ವರ್ಷಗಳ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ .
ಎ ಸೆ ವು ನಾಣಕ್ಯ ವೆತ್ತೋಜನಾ ಶುರು ವೇಮಲೋಚ .|ಅವನು ಚಿಕ್ಕವನಾಗಿದ್ದಾಗ ಇದೆಲ್ಲವೂ ಪ್ರಾರಂಭವಾಯಿತು .|ಇದೆಲ್ಲವೂ ಚಿಕ್ಕದಾಗಿದೆ .
ಪಣ ಪ್ರಾಧಿಕಾರ ಹಯಿ ಕರೆನ್ ಮತ್ ಕೆನಾಕೇಚ .|ಆದರೆ, ಇದಕ್ಕೆ ಪ್ರಾಧಿಕಾರ ನಿರಾಕರಿಸಿದೆ .|ಆದರೆ ಪ್ರಾಧಿಕಾರವನ್ನು ಇದನ್ನು ಮಾಡಲು ನಿರಾಕರಿಸಲಾಗಿದೆ .
ಗೋಳಾ ಕರೆರ್ ರಸ್ತಾನ ನಿರ್ದಿಷ್ಟ ಕರನು .|ಶೇಖರಣಾ ಮಾರ್ಗವನ್ನು ನಿರ್ದಿಷ್ಟಪಡಿಸಬೇಕು .|ಹೂಡಿಕೆ ಮಾಡಬಹುದಾದ ದಾರಿಯಲ್ಲಿ ನಿರ್ದಿಷ್ಟಪಡಿಸಬೇಕು .
ಇಂಡಾ ಹಡಕಾ ಗಟ್ಟಿ ಕರೆನ್ ಉಪಯೋಗ್ ವಚ .|ಮೊಟ್ಟೆಗಳು ಮೂಳೆಗಳ ಆರೋಗ್ಯಕ್ಕೂ ಪ್ರಯೋಜನಕಾರಿ .|ಮೊಟ್ಟೆಯು ಸ್ನಾಯುಗಳನ್ನು ಬಲಪಡಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ .
ಪ್ರಧಾನಿ ಲೊಕುನ್ ಶುಭಾಶಯ ದಿನೊಚ್ .|ಪ್ರಧಾನಿ ಜನರಿಗೆ ಶುಭಾಶಯ ಕೋರಿದರು .|ಪ್ರಧಾನಿ ಜನರಿಗೆ ಶುಭಾಶಯಗಳನ್ನು ನೀಡಿದ್ದಾರೆ .
ವೊರ್ ಸಂಕಟ ಅತ್ರಾನಜ್ ಖುಟೋಕೋನಿ .|ಅವಳ ಸಂಕಟ ಇಷ್ಟಕ್ಕೇ ಮುಗಿಯಲಿಲ್ಲ .|ಅವನ ಸಂಕಟ ಎಲ್ಲೆಷ್ಟು ಮುಗಿಯಲಿಲ್ಲ .
ಮ ಭರೋಸಾ ದಿನಿಕತೋ ಓನಮ ರಕಾಡುಚು .|ನಾನು ಭರವಸೆ ನೀಡಿದರೆ, ನಾನು ಅದನ್ನು ಉಳಿಸಿಕೊಳ್ಳುತ್ತೇನೆ .|ನಾನು ಭರವಸೆ ನೀಡಿದರೆ ನಾನು ಓದುತ್ತೇನೆ .
ಏಕ್ ಏಕ್ ವಣಾ ಹಮ್ ಬೋರ್ ವೇಜಾತೇತೆ .|ಕೆಲವೊಮ್ಮೆ ನಮಗೆ ಬೇಸರವಾಗುತ್ತಿತ್ತು .|ಕೆಲವೊಮ್ಮೆ ನಾವು ಹೊರೆಯಾಗಿದ್ದೆವು .
ಡಿಸೈನರ್ ಘಣ ಹುಷಾರ್ ಛ .|ಡಿಸೈನರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಾಗಿದ್ದರು .|ಡಿಸೈನರ್ ಬಹಳ ಜಾಗರೂಕರಾಗಿದ್ದಾರೆ .
ಮನ್ ಕತ್ರಾ ಚಿಂತ್ಯಾ ವೆರೀತಿ ತೋನ್ ಮಾಲಮ್ ಛೆನಿ .|ನಾನು ಎಷ್ಟು ಚಿಂತಿತನಾಗಿದ್ದೇನೆ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿಲ್ಲ .|ನನಗೆ ಎಷ್ಟು ಚಿಂತೆಯಾಗುತ್ತಿಲ್ಲ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿಲ್ಲ .
ಬುಡಕಟ್ಟು ಪದ್ಧತಿಮ್ ಬದಲಾವ್ ಘಣ ಜಲ್ದಿ ವೇರಿಚ .|ಬುಡಕಟ್ಟು ಪದ್ಧತಿಗಳಲ್ಲಿ ಬದಲಾವಣೆಗಳು ವೇಗವಾಗಿ ನಡೆಯುತ್ತಿವೆ .|ಬುಡಕಟ್ಟು ಪದ್ಧತಿಯಲ್ಲಿನ ಬದಲಾವಣೆಗಳು ವೇಗವಾಗಿ ನಡೆಯುತ್ತಿವೆ .
ಉ ಓರ್ ಲಾರ್ ದಿ ಛಿಜಿಯಾಪರ್ ಛೋಡ್ ದೆನ್ ಜಾವಚ .|ಅವನು ತನ್ನ ಹಿಂದೆ ಇಬ್ಬರು ಮಕ್ಕಳನ್ನು ಬಿಟ್ಟು ಹೋಗುತ್ತಾನೆ .|ಅವರು ತನ್ನ ಹಿಂದೆ ಇಬ್ಬರು ಮಕ್ಕಳು ಬಿಟ್ಟುಕೊಡುತ್ತಾರೆ .
ಸೀದಾ ಹುಬರನ ದೊಯೀ ಟಾಂಗ್ ಠೀಕ್ ಮೇಲೋ .|ನೇರವಾಗಿ ನಿಂತು ಪಾದಗಳನ್ನು ಒಟ್ಟಿಗೆ ಇರಿಸಿ .|ನೇರವಾಗಿ ಕಾಯಲು ಎರಡೂ ಕಾಲು ಇರಿಸಿ .
ವೊ ಬೋಟಿರ ನಾಣಕಿ ನಾಣಕಿ ಟುಕಡಾ ಕಾಟಚ .|ಅವರು ಮಾಂಸವನ್ನು ಸಣ್ಣ ತುಂಡುಗಳಾಗಿ ಕತ್ತರಿಸುತ್ತಾರೆ .|ಅವರು ಜೋಳದ ಸಣ್ಣ ತುಂಡುಗಳನ್ನು ಕತ್ತರಿಸುತ್ತಾರೆ .
ವು ಪಾಂಚ್ ನಿಮಿಷೇರ್ ಲಾರ್ ಭಾರ ದರಗೊ .|ಐದು ನಿಮಿಷಗಳ ಹಿಂದೆ ಅವನು ಹೊರಗೆ ಹೋದನು .|ಅವರು ಐದು ನಿಮಿಷಗಳ ಹಿಂದೆ ಹೊರಗೆ ಹೋದರು .
ಪರಿವಾರೇರ್ ಜೋಡಿ ಆಚ್ ತಾಲಮೇಲ ರಕಾಡೊ .|ಕುಟುಂಬದೊಂದಿಗೆ ಉತ್ತಮ ಸಾಮರಸ್ಯದಿಂದಿರಿ .|ಕುಟುಂಬದೊಂದಿಗೆ ಉತ್ತಮ ತಾಲವನ್ನು ಇರಿಸಿ .
ಅಧ್ಯಕ್ಷರೇ ವನು ಜೋಡಿ ಸಭೆ ಚಲಾಯೆಚು .|ಅಧ್ಯಕ್ಷರ ಜತೆ ಸಭೆ ನಡೆಸಿದ್ದೇನೆ .|ಅಧ್ಯಕ್ಷರು ಅವರನ್ನು ಸಭೆ ನಡೆಸಿದ್ದೇನೆ .
ಧೊಳೋ ರಂಗ್ ಶಾಂತಿರ ಪ್ರತೀಕ್ ಚ .|ಬಿಳಿ ಬಣ್ಣವು ಶಾಂತಿಯನ್ನು ಸಂಕೇತಿಸುತ್ತದೆ .|ಬಿಳಿ ಬಣ್ಣವು ಶಾಂತಿಯ ಪ್ರತೀಕ .
ವೆರೋ ಅಸಂಭವ್ ಚ ಕೆನ್ ಅನಸಾರಿಚ .|ಆದರೆ ಸಾಧ್ಯತೆ ಅಸಂಭವವೆಂದು ತೋರುತ್ತದೆ .|ಸಂಭವಿಸುವುದು ಅಸಾಧ್ಯವಾಗಿದೆ ಎಂದು ತೋರುತ್ತದೆ .
ಕರ್ನಾಟಕ ಸರ್ಕಾರ್ ಪತನ ವೇಮಲೀಚ .|ಪ್ರಸ್ತುತ ಸರ್ಕಾರ ಕರ್ನಾಟಕದಲ್ಲಿ ಕುಸಿದಿದೆ .|ಕರ್ನಾಟಕ ಸರ್ಕಾರ ತಪಸ್ಸಾಗಿದೆ .
ಮ ಏಕ್ ವಿಚಿತ್ರ ಅವಾಜ್ ಸಾಮಳೋ .|ನನಗೆ ವಿಚಿತ್ರವಾದ ಶಬ್ದ ಕೇಳಿಸಿತು .|ನಾನು ಒಂದು ವಿಚಿತ್ರ ಧ್ವನಿಯನ್ನು ಕೇಳಿದೆ .
ಬಾರಾ ಇಂಚ್ ಏಕ್ ತಳವಾ ಕರಚ್ .|ಹನ್ನೆರಡು ಇಂಚುಗಳು ಒಂದು ಪಾದವನ್ನು ಮಾಡುತ್ತವೆ .|ಹನ್ನೆರಡು ಇಂಟ ಒಂದು ತಿರುಳು ತರುತ್ತದೆ .
ಮಾರ ಲತಾಕೌಡ ಸುಖಾಗೆಚ ಕ ?|ನನ್ನ ಬಟ್ಟೆಗಳು ಈಗಾಗಲೇ ಒಣಗಿವೆಯೇ ?|ನಾನು ಬಟ್ಟೆ ಒಣಗಿದ್ದೇನೆಯೇ ?
ನಾಣಕ್ಯ ಭಾಯಿ ವಿಧವಾತಿ ವಾಯಾ ಕರನು ಅನ ಛಿಜ್ಯಪರೇನ ಪೊಸಣು .|ಕಿರಿಯ ಸಹೋದರನು ವಿಧವೆಯನ್ನು ಮದುವೆಯಾಗಬೇಕು ಮತ್ತು ಮಕ್ಕಳನ್ನು ಬೆಳೆಸಬೇಕು .|ಕಿರಿಯ ಸಹೋದರ ವಿಧವೆಯನ್ನು ಮದುವೆಯಾಗಬೇಕು ಮತ್ತು ಮಕ್ಕಳನ್ನು ಸಾಕಬೇಕು .
ಮಾ ಬಾಪ್ ಚಿಝಫರ್ ಪರ್ ಆಂಖಿ ಮೇಲ ಮಲನು .|ಪೋಷಕರು ತಮ್ಮ ಮಕ್ಕಳ ಮೇಲೆ ನಿಗಾ ಇಡಬೇಕು .|ಪೋಷಕರು ತಮ್ಮ ಮಕ್ಕಳ ಮೇಲೆ ಕಣ್ಣುಗಳನ್ನು ಇಡಬೇಕು .
ಹಮ್ ಏ ಸಮಸ್ಯೆನ ಘಣ್ ಗಂಭಿರತಾತಿ ಲಿದೆಚಾ .|ನಾವು ಈ ಸಮಸ್ಯೆಯನ್ನು ಬಹಳ ಗಂಭೀರವಾಗಿ ತೆಗೆದುಕೊಂಡಿದ್ದೇವೆ .|ಈ ಸಮಸ್ಯೆಯನ್ನು ನಾವು ಬಹಳ ಗಂಭೀರವಾಗಿ ಪರಿಗಣಿಸಿದ್ದೇವೆ .
ಮನ್ ಫೋನ್ ಕೀದೊಜೋಣ ಮಾಣಸ್ ಕುಣಚ ಮಾಲಮ್ ಛೆನಿ ಅಣು ಕೇನ .|ನನಗೆ ಕರೆ ಮಾಡಿದ ವ್ಯಕ್ತಿ ಯಾರೆಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ .|ನಾನು ಕರೆ ಮಾಡಿದ ವ್ಯಕ್ತಿ ಯಾರೆಂದು ನನಗೆ ತಿಳಿದುಬಂದಿಲ್ಲ .
ತು ಎತ್ತೋ ಕೋನಿ ಜೆರ್ ಹಿಸಾಬ್ ಕು ದೇಚೀ .|ನಿಮ್ಮ ಅನುಪಸ್ಥಿತಿಯನ್ನು ನೀವು ಹೇಗೆ ಪರಿಗಣಿಸುತ್ತೀರಿ ?|ನೀವು ವಿವರಿಸದ ಹಿನ್ನೆಲೆಯನ್ನು ಹೇಗೆ ಕೊಡುತ್ತೀರಿ ?
ಆರ್ಮಿ ಫೋರ್ಸ್ ವನುನ್ ರಾಜಕೀಯಮಾಯಿ ಲಾವೊಮತ್ .|ಸಶಸ್ತ್ರ ಪಡೆಗಳನ್ನು ರಾಜಕೀಯಗೊಳಿಸಬೇಡಿ .|ಆರ್ಮಿ ಒಡೆದ ನಂತರ ಅವರು ರಾಜಕೀಯಕ್ಕೆ ತರಬೇಡಿ .
ವು ವೋರ ಕಾಮ್ ಖುಟಾಡೆನ್ ಘಣ ರಾತೇಲಗಾ ಕಾಮ ಕರರೊತೊ .|ಅವನು ಕೆಲಸವನ್ನು ಮುಗಿಸಲು ತಡರಾತ್ರಿಯವರೆಗೆ ಕೆಲಸ ಮಾಡಿದನು .|ಅವರು ತಮ್ಮ ಕೆಲಸವನ್ನು ಮುಗಿಸಲು ತಡರಾತ್ರಿಯವರೆಗೂ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದರು .
ವು ಕತ್ರಾಕೋ ವರ್ಷ ಬುದ್ಧಿವಂತಿಕೇತಿ ಆಡಳಿತ ಕಿದೋ .|ಅವರು ಅನೇಕ ವರ್ಷಗಳ ಕಾಲ ಬುದ್ಧಿವಂತಿಕೆಯಿಂದ ಆಳಿದರು .|ಅವರು ಅನೇಕ ವರ್ಷ ಬುದ್ಧಿವಂತಿಗಳಿಂದ ಆಡಳಿತಗಾರರು .
ತಮ್ ಏ ಪುಸ್ತಕೇವನುಮಾಯಿ ಅಜಿ ಕಾ೦ಯೀ ತೊಯೀ ಓದೆಚೊ ಕಾ೦ಯೀ .|ನೀವು ಇನ್ನೂ ಈ ಪುಸ್ತಕಗಳಲ್ಲಿ ಯಾವುದನ್ನಾದರೂ ಓದಿದ್ದೀರಾ ?|ನೀವು ಈ ಪುಸ್ತಕಗಳಲ್ಲಿ ಮತ್ತಾದರೂ ಓದಿದ್ದೀರಾ ?
ರೇಗಿ ಜೆಮಯಿ ಗುಂಪೆಮ್ ಏಕ್ ಪಾಲ್ ಮಳಿಚ .|ಉಳಿದ ಗುಂಪಿನಲ್ಲಿ ಒಂದು ಪಾಲು ದೊರೆತಿದೆ .|ರೇಶಿ ಗುಂಪುಗಳಲ್ಲಿ ಒಂದು ಅಡಿಲ್ ಸಿಕ್ಕಿದೆ .
ಸೋನಾವತಿನ ಅಪಹರಣ ಕರಮಲೆಚ ಕೇನ ವೊನ ಮಾಹಿತಿ ಮಳಿ .|ಸೋನಾವತಿ ಅಪಹರಣವಾಗಿರುವ ಮಾಹಿತಿ ಸಿಕ್ಕಿತ್ತು .|ಸೋನಾಗತಿಯನ್ನು ಅಪಹರಿಸಲಾಗುವುದು ಎಂದು ಆಕೆಗೆ ತಿಳಿಸಲಾಯಿತು .
ದಸೆಕ್ ಪ್ರದೇಶೇ ಮಾಯಿ ಘಣ ಪಾಣಿ ಪಡೆರೋ ಮುನ್ಸೂಚನೆ ಛ .|ಕೆಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ ಭಾರೀ ಮಳೆಯಾಗುವ ಮುನ್ಸೂಚನೆ ಇದೆ .|ಕೆಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ ಭಾರೀ ಮಳೆಯಾಗುವುದು ಮುನ್ಸೂಚನೆ .
ಈ ಯೋಜನೆನ್ ಸರ್ಕಾರ್ ದಿಶೆ ಕೋಟಿ ರಪ್ಯಾ ಮಂಜೂರ್ ಕಿದಿಚ .|ಈ ಯೋಜನೆಯಲ್ಲಿ ಸರ್ಕಾರ ಇನ್ನೂರು ಕೋಟಿ ರೂಪಾಯಿಗಳನ್ನು ಖರ್ಚು ಮಾಡಿದೆ .|ಈ ಯೋಜನೆಯು ಸರ್ಕಾರ ಇನ್ನೂರು ಕೋಟಿ ರೂಪಾಯಿ ಮಂಜೂರು ಮಾಡಿದೆ .
ಅಬಾಳೋ ಜಾಸ್ತಿ ವೆತಾಣಿ ದೆಹಲಿಮಾಯಿ ಜೋರ್ ಪಾಣಿ ಪಡೋಚ .|ಭಾರೀ ಮಳೆಯಿಂದಾಗಿ ದೆಹಲಿಯಲ್ಲಿ ಗುಡುಗು ಸಹಿತ ಮಳೆಯಾಗಿದೆ .|ಆಕಾಶವು ಹೆಚ್ಚಾಗಿ ದೆಹಲಿಯಲ್ಲಿ ಮಳೆಯಾಗುತ್ತಿದೆ .
ಬಾಯಿಗೋಳೆ ನವಲೇರಿ ರೋವ ಜಕೋ ಕಲಾ ಕುಣಶಿ ಕುಲ ಮಾಯಿ ಛೆಯೀ .|ಮಹಿಳೆಯರಿಂದ ವಧುವಿನ ಅಳುವುದು ಕಲೆಯು ಯಾವುದೇ ಕುಲದಲ್ಲಿ ಕಂಡುಬರುವುದಿಲ್ಲ .|ಮಹಿಳೆ ವಧುವಿನ ಅಳುತ್ತಿರುವ ಕಲಾ ಯಾವುದೇ ಕುಲದಲ್ಲಿಲ್ಲ .
ಮಾ ಪಾಪುನ ಛಾತಿರ ದೂಧ್ ಪರಾಯೆರ್ ಛೋಡಾಯೆನ್ ಚಾವತೋ .|ಮಹಿಳೆಯು ಮಗುವನ್ನು ಎದೆ ಹಾಲಿನಿಂದ ಹೊರಹಾಕಲು ಬಯಸಿದರೆ .|ತಾಯಿ ಮಗುವನ್ನು ಎದೆಯಿಂದ ಹಾಲು ಹಾಕಲು ಬಯಸಿದರೆ .
ಯೆತ್ ನವಲೆರಿ ವೇತ್ದು ದಿ ವಣ ಖಾಣೋ ಖಾಣು ಪಡ್ಚ್ .|ಇಲ್ಲಿ ವಧು ಮತ್ತು ಮದುಮಗನು ಎರಡು ಬಾರಿ ಸಾಮಾನ್ಯ ಊಟವನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .|ಇಲ್ಲಿ ವಧು ಮತ್ತು ಎರಡು ಹೊಣೆಗಳನ್ನು ತಿನ್ನಬೇಕು .
ಹಮ್ ಅರ್ದಾ ತಾಸೆರ್ ಲಾರ್ ನಾಷ್ಟಾ ಕರಲಿದೆಚಾ .|ನಾವು ಅರ್ಧ ಗಂಟೆಯ ಹಿಂದೆ ನಮ್ಮ ಉಪಹಾರವನ್ನು ಮುಗಿಸಿದ್ದೇವೆ .|ನಾವು ಅರ್ಧ ಗಂಟೆಯ ಹಿಂದೆ ನೃತ್ಯ ಮಾಡಿದ್ದೇವೆ .
ಗರೀಬ್ ಜಾತೇ ವಾಳೆಣ ದಸ್ ಪ್ರತಿಶತ ಕೋಟಾ ಛ .|ಬಡ ಮೇಲ್ಜಾತಿಗಳಿಗೆ ಹತ್ತು ಪ್ರತಿಶತ ಕೋಟಾ .|ಬಡ ಜಾತಿಗಳ ಹತ್ತು ಪ್ರತಿಶಯಗಳು .
ವೊ ಸಮಯ ಪರ ಏಕ ಸಾತ ಹೇಡಿ ರ ಸಾಪ ದಿಕಾಯೋ .|ಆ ಸಮಯದಲ್ಲಿ ಏಳು ಹೆಡೆಯ ನಾಗರಹಾವು ಕಾಣಿಸಿಕೊಂಡಿತು .|ಆ ವೇಳೆಯ ಮೇಲೆ ಏಳು ಒಡಿ ಹಾವು ಕಾಣಿಸಿಕೊಂಡಿದ್ದಾರೆ .
ರವೀಂದ್ರನಾಥ್ ಅನ್ ಅಜಿ ಸೆ ಆಮ್ಲೆತೆ .|ರವೀಂದ್ರನಾಥ್ ಮತ್ತಿತರರು ಉಪಸ್ಥಿತರಿದ್ದರು .|ರವೀಂದ್ರನಾಥ್ ಮತ್ತು ಇತರರು ಬಂದಿದ್ದರು .
ವಾಯಾವಾಳ್ ಬಾಯಿಗೋಳೇರ್ ಸಂಖ್ಯೆ ವಾಯಾವಾಳ್ ಮಾಟಿನುತಿ ಜಾಸ್ತ್ ಚ .|ವಿವಾಹಿತ ಸ್ತ್ರೀಯರು ವಿವಾಹಿತ ಪುರುಷರ ಸಂಖ್ಯೆಯಲ್ಲಿದ್ದಾರೆ .|ವಿವಾಹಿತ ಮಹಿಳೆಯರ ಸಂಖ್ಯೆ ಇಚ್ಛೆಯಿಂದ ಹೆಚ್ಚು .
ಔಷದೋ ತುಕಾ ವತಾರೇನ್ ಮದತ್ ಕರಚ ಕಾಯಿ ಛೆಯೀ ಕೋ ?|ಔಷಧಿಗಳು ತೂಕ ಇಳಿಸಿಕೊಳ್ಳಲು ಸಹಾಯ ಮಾಡಬಹುದೇ ?|ಔಷಧವು ಮುರಿದ ಆತುರಕ್ಕೆ ಸಹಾಯ ಮಾಡುತ್ತದೆಯೇ ?
ಮ ಠೀಕ್ ಚು ಪಣ ಮ ಬಲಶಾಲಿ ಚು ಕರನ್ ಅನಸಾಯೆನಿ .|ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ, ಆದರೆ ನನಗೆ ತುಂಬಾ ಬಲವಿಲ್ಲ .|ನಾನು ಸರಿ ಆದರೆ ನಾನು ಬಲಶಾಲಿ ಎಂದು ಭಾವಿಸುವುದಿಲ್ಲ .
ಮ ಸಮಾಧಾನೆರ್ ನಿಟ್ಟುಸಿರು ಛೋಡಿಚು .|ನಾನು ಸಮಾಧಾನದ ನಿಟ್ಟುಸಿರು ಬಿಟ್ಟೆ .|ನಾನು ಸಮಾಧಾನದ ನಿಟ್ಟುಸಿರು ಬಿಟ್ಟೆ .
ಸೇ ಟೊಂಗ್ಯ ವನುನ ಭೇಳನ ಭಾಂದ .|ಎಲ್ಲ ಕೊಂಬೆಗಳನ್ನು ಸಂಗ್ರಹಿಸಿ , ಎಲ್ಲವನ್ನೂ ಒಟ್ಟಿಗೆ ಕಟ್ಟು .|ಎಲ್ಲ ಕೊಂಬೆಗಳನ್ನು ಮಿಶ್ರಣ ಮಾಡಿ .
ಸರಕಾರೀ ದಾವಾಖಾನಿನ ಜಾಯೇನ ವೂನುನ ಕಾಂಯಿ ನಿರ್ಬಂಧ ಛೆನಿ .|ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆಗಳಿಗೆ ಹೋಗಲು ಅವರಿಗೆ ಯಾವುದೇ ನಿರ್ಬಂಧವಿಲ್ಲ .|ಸರಕಾರಿ ಆಸ್ಪತ್ರೆಗಳಿಗೆ ಹೋಗಲು ಅವರನ್ನು ನಿರ್ಬಂಧಗಳನ್ನು ಹಾಕಲಾಗಿಲ್ಲ .
ತಮ್ ಓನ್ ಮಾರ್ ಧಣಿ ರ ಟೇಬಲ್ ಪರ್ತಿ ಕಾಡೋ ಚೊ ಕಾಯಿ ?|ನೀವು ಅದನ್ನು ನನ್ನ ಗಂಡನ ಮೇಜಿನಿಂದ ತೆಗೆಯುತ್ತೀರಾ ?|ನೀವು ಅದನ್ನು ನನ್ನ ಗಂಡನ ಟೇಬಲ್ ತೆರೆಯಬಹುದೇ ?
ಪಾಣಿ ಪಡೋ ಜೇತಿ ಫೋನೆರ್ ಸಂಪರ್ಕ ಕಡಿತ ವೇಗಿಚ .|ಮಳೆಯಿಂದ ದೂರವಾಣಿ ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡಿದೆ .|ಮಳೆಯಿಂದಾಗಿ ಫೋಟದ ಸಂಪರ್ಕ ಕಡಿಮೆಯಾಗಿದೆ .
